,Hash,Family,unique_event_ids,event_entropy,longest_repeat_chain,event_rate_per_sec,event_time_span,count_4624.0,count_4625.0,count_4648.0,count_4672.0,count_4688.0,count_4720.0,count_4722.0,count_4724.0,count_4728.0,count_4732.0,count_4735.0,count_4742.0,count_4768.0,count_4769.0,count_4776.0,count_5058.0,count_5059.0,count_5061.0,count_5379.0,count_8198.0,count_8200.0,count_7036.0,count_7045.0,count_5615.0,count_5617.0,count_1531.0,count_1000.0,count_1001.0,count_1003.0,count_8193.0,count_6000.0,count_6003.0,count_4202.0
56,0b12d73024ea2b1755d6a6cc9dd551cd,conti,4,1.4962151546130207,7,0.11673151750972763,257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
57,0b12d73024ea2b1755d6a6cc9dd551cd,conti,4,1.2115696121630875,7,0.09665427509293681,269.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
58,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.7943095546405661,9,0.08992805755395683,278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
59,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.7732283485249176,12,0.0962962962962963,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
60,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.7732283485249176,14,0.0962962962962963,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
61,0b12d73024ea2b1755d6a6cc9dd551cd,conti,2,0.3095434291503252,12,0.06666666666666667,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
62,0b12d73024ea2b1755d6a6cc9dd551cd,conti,2,0.3095434291503252,10,0.06666666666666667,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
63,0b12d73024ea2b1755d6a6cc9dd551cd,conti,4,0.8180959929710641,8,0.07142857142857142,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
64,0b12d73024ea2b1755d6a6cc9dd551cd,conti,4,0.988180837004676,8,0.07777777777777778,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
65,0b12d73024ea2b1755d6a6cc9dd551cd,conti,4,0.9274479232123118,8,0.08518518518518518,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
66,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.7742433029172697,8,0.06785714285714285,280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
67,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.747584679824574,11,0.07407407407407407,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
68,0b12d73024ea2b1755d6a6cc9dd551cd,conti,2,0.3095434291503252,16,0.06474820143884892,278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
69,0b12d73024ea2b1755d6a6cc9dd551cd,conti,1,-0.0,17,0.06181818181818182,275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
70,0b12d73024ea2b1755d6a6cc9dd551cd,conti,1,-0.0,15,0.05454545454545454,275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
71,0b12d73024ea2b1755d6a6cc9dd551cd,conti,1,-0.0,14,0.05090909090909091,275.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
72,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.6998428398862386,13,0.05136986301369863,292.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
73,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.7345299214394703,8,0.05128205128205128,273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
74,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.8166890883150209,6,0.056338028169014086,213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
75,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,0.9219280948873623,4,0.06535947712418301,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
76,0b12d73024ea2b1755d6a6cc9dd551cd,conti,3,1.061278124459133,4,0.08602150537634409,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
77,0b12d73024ea2b1755d6a6cc9dd551cd,conti,1,-0.0,4,0.12121212121212122,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
78,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,70,5.752133808546093,5,0.4259927797833935,277.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,2,2,2,2,5,12,2,2,2,1
79,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,62,5.652153517387095,5,0.3900414937759336,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,2,5,8,1,2,2,1
80,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,60,5.625294899184735,5,0.33852140077821014,257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,5,7,1,2,2,1
81,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,8,2.774397470347699,5,0.08421052631578947,190.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,5,2,0,0,0,0
82,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,7,2.721928094887362,1,0.09803921568627451,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,2,0,0,0,0
83,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,8,2.9139770731827523,1,0.04044117647058824,272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0
84,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,13,3.625,1,0.06015037593984962,266.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0
85,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,9,3.169925001442312,1,0.10843373493975904,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,10,3.277613436819116,2,0.05472636815920398,201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,11,3.4182958340544896,2,0.05128205128205128,234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,8,2.9477027792200903,2,0.05921052631578947,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,2,0.9182958340544896,2,0.08571428571428572,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,2,0.9182958340544896,2,0.08571428571428572,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,2,1.0,1,0.006802721088435374,294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,1,-0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
93,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,1,-0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,1,-0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,1,-0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,24,3.2583172264690146,19,2.988372093023256,258.0,147,9,11,138,22,0,0,0,0,0,0,1,5,8,0,68,36,68,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,16,3.1127221572784944,19,1.7985347985347986,273.0,74,9,5,73,0,0,0,0,0,0,0,1,5,8,0,48,26,48,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,15,2.935388387812686,19,1.4694656488549618,262.0,47,3,3,46,0,0,0,0,0,0,0,0,2,3,0,42,23,42,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,12,2.926361627308117,12,0.784452296819788,283.0,25,2,0,25,0,0,0,0,0,0,0,0,1,2,0,30,15,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,11,2.8439363749324706,12,0.44534412955465585,247.0,16,1,0,16,0,0,0,0,0,0,0,0,1,2,0,10,5,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,9,2.710800739078013,12,0.6448275862068965,290.0,19,0,0,19,0,0,0,0,0,0,0,0,1,2,0,28,14,28,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,9,2.6705713429660123,12,0.8197278911564626,294.0,23,0,0,23,0,0,0,0,0,0,0,0,1,3,0,40,20,40,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,8,2.5783160601460158,6,0.967741935483871,279.0,21,0,0,21,0,0,0,0,0,0,0,0,0,1,0,52,26,52,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,9,2.6191024003180035,6,0.9724137931034482,290.0,22,0,0,22,0,0,0,0,0,0,0,0,0,1,0,54,27,54,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,9,2.554784654349884,6,1.1344827586206896,290.0,22,0,0,22,0,0,0,0,0,0,0,0,0,1,0,66,33,66,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,9,2.549151799903855,6,1.0642857142857143,280.0,19,0,0,19,0,0,0,0,0,0,0,0,0,1,0,60,30,60,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,10,2.5208036151841404,6,1.0,280.0,14,0,0,14,0,0,0,0,0,0,0,0,0,1,0,58,29,58,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,10,2.1550667378118953,6,4.419847328244275,262.0,16,0,0,16,0,0,0,0,0,0,0,0,0,1,0,276,138,276,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0b91ce46f89f342be4ebc72ba5a1f6b5,lockbit,9,2.1714881803359645,6,4.02536231884058,276.0,18,0,0,18,0,0,0,0,0,0,0,0,0,1,0,264,132,264,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
